what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365952024703
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365952027788
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1365952032422
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365952033826
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365952034676
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365952036044
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365952040690
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1365952042534
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365952043646
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365952044162
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365952044188
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365952044499
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365952044652
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365952045485
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365952046697
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365952050433
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1365952052005
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365952053282
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365952054222
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365952055961
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365952074250
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1365952075547
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1365952080888
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1365952081363
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1365952087716
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365952088839
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365952090893
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365952092406
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365952099234
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1365952101559
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1365952103822
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1365952106120
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1365952107178
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1365952108081
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1365952110293
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365952111467
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365952111561
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365952112130
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365952113523
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365952114488
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365952157691
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1365952158131
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1365952165652
