what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365354642566
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365354648964
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1365354660181
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365354661459
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365354666088
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1365354671521
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1365354701840
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1365354738987
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365354742268
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365354745323
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1365354746340
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1365354755545
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1365354767615
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1365354807802
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1365354808983
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1365354813741
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365354814818
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1365355204610
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1365355206136
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1365355212540
